,Ano Evento,Mês Evento,Subestação Hier.Geoelétrica,Alimentador Hier.Geoelétrica,Bloco Alimentador Hier.Geoelétrica,Transformador Hier.Geoelétrica,Pot,Cod Grupo Causa GPO,Grupo Causa GPO,Cod Causa Evento,Causa Evento,DIC Transformador,FIC Transformador,Duração
0,2012,04/2012,TBU,TBU-L1,0002,2,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,0.20111,1.0,0.20111
1,2012,07/2012,TBU,TBU-L1,0002,2,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,2.85417,1.0,2.85417
2,2012,11/2012,TBU,TBU-L1,0002,2,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C444,DEFEITO NA CHAVE,0.195,1.0,0.195
3,2013,07/2013,TBU,TBU-L1,0002,2,75.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,0.61028,1.0,0.61028
4,2013,08/2013,TBU,TBU-L1,0002,2,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C285,PARTIDO NA EMENDA,1.14528,1.0,1.14528
5,2014,07/2014,TBU,TBU-L1,0002,2,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C181,PARA-RAIOS CURTO-CIR,4.9,1.0,4.9
6,2012,04/2012,TBU,TBU-L1,0005,3,45.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,3.77972,1.0,3.77972
7,2013,07/2013,TBU,TBU-L1,0005,3,45.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,0.91722,1.0,0.91722
8,2012,08/2012,TBU,TBU-L6,5458,4,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,13.48428,37.0,0.36444
9,2013,09/2013,TBU,TBU-L6,5458,4,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,1.85,37.0,0.05
10,2012,04/2012,MGB,MGB-L4,8887,8,112.5,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,123.69324,83.0,1.49028
11,2012,05/2012,MGB,MGB-L4,8887,8,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C285,PARTIDO NA EMENDA,105.2025,83.0,1.2675
12,2013,06/2013,MGB,MGB-L4,8887,8,112.5,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C224,ISOLADOR SUSPENSÃO D,112.05,83.0,1.3499999999999999
13,2013,07/2013,MGB,MGB-L4,8887,8,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,132.24639,83.0,1.59333
14,2014,10/2014,MGB,MGB-L4,69184,8,112.5,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,90.81324,84.0,1.08111
15,2012,04/2012,TBU,TBU-L1,13592,9,30.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,1.39028,1.0,1.39028
16,2013,07/2013,TBU,TBU-L1,13592,9,30.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,0.91722,1.0,0.91722
17,2012,05/2012,TBU,TBU-L6,0015,15,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,29.33312,64.0,0.45833
18,2012,08/2012,TBU,TBU-L6,0015,15,112.5,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,228.17792,64.0,3.56528
19,2013,09/2013,TBU,TBU-L6,0015,15,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,3.15,63.0,0.049999999999999996
20,2012,05/2012,TBU,TBU-L6,0016,16,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,0.45833,1.0,0.45833
21,2012,08/2012,TBU,TBU-L6,0016,16,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,3.56528,1.0,3.56528
22,2013,09/2013,TBU,TBU-L6,0016,16,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,0.05,1.0,0.05
23,2012,05/2012,TBU,TBU-L6,0017,17,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,10.08326,22.0,0.45832999999999996
24,2012,08/2012,TBU,TBU-L6,0017,17,112.5,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,78.43616,22.0,3.56528
25,2013,09/2013,TBU,TBU-L6,0017,17,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,1.1,22.0,0.05
26,2012,05/2012,TBU,TBU-L6,0018,18,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,9.62493,21.0,0.45833
27,2012,08/2012,TBU,TBU-L6,0018,18,112.5,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,74.87088,21.0,3.56528
28,2013,09/2013,TBU,TBU-L6,0018,18,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,1.0,20.0,0.05
29,2012,05/2012,TBU,TBU-L6,0019,19,45.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,22.45817,49.0,0.45832999999999996
30,2012,08/2012,TBU,TBU-L6,0019,19,45.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,174.69872,49.0,3.56528
31,2013,09/2013,TBU,TBU-L6,0019,19,45.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,2.4,48.0,0.049999999999999996
32,2012,05/2012,TBU,TBU-L6,0021,21,2000.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,0.45833,1.0,0.45833
33,2012,08/2012,TBU,TBU-L6,0021,21,2000.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,3.56528,1.0,3.56528
34,2013,09/2013,TBU,TBU-L6,0021,21,2000.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,0.05,1.0,0.05
35,2012,08/2012,TBU,TBU-L6,0022,22,45.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,7.65324,21.0,0.36444
36,2013,04/2013,TBU,TBU-L6,0022,22,45.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C464,DEFEITO EM RELIGADOR,20.97915,15.0,1.3986100000000001
37,2013,07/2013,TBU,TBU-L6,0022,22,45.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,54.24993,21.0,2.58333
38,2013,09/2013,TBU,TBU-L6,0022,22,45.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,1.05,21.0,0.05
39,2014,01/2014,TBU,TBU-L6,0022,22,45.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C397,FERRAGENS FOLGADAS/D,31.14993,21.0,1.48333
40,2012,08/2012,TBU,TBU-L4,0025,25,150.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C322,JUMPER BT,50.2915,50.0,1.00583
41,2013,07/2013,TBU,TBU-L4,0025,25,150.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,34.0415,50.0,0.6808299999999999
42,2013,09/2013,TBU,TBU-L4,0025,25,150.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,107.7085,50.0,2.15417
43,2014,03/2014,TBU,TBU-L4,0025,25,150.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C326,JUMPER CHAVE FUSÍVEL,46.4305,50.0,0.92861
44,2014,12/2014,TBU,TBU-L4,0025,25,150.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C324,FLY-TAP AT,94.1945,50.0,1.88389
45,2012,05/2012,TBU,TBU-L6,0026,26,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,1.83332,4.0,0.45833
46,2012,08/2012,TBU,TBU-L6,0026,26,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,14.26112,4.0,3.56528
47,2013,09/2013,TBU,TBU-L6,0026,26,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,0.2,4.0,0.05
48,2012,08/2012,TBU,TBU-L6,0027,27,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,10.9332,30.0,0.36444
49,2013,09/2013,TBU,TBU-L6,0027,27,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,1.5,30.0,0.05
50,2012,08/2012,TBU,TBU-L6,0029,29,112.5,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,22.95972,63.0,0.36444
51,2013,09/2013,TBU,TBU-L6,0029,29,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,2.95,59.0,0.05
52,2012,08/2012,TBU,TBU-L6,0030,30,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,15.67092,43.0,0.36444000000000004
53,2012,12/2012,TBU,TBU-L6,0030,30,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C282,DESNIVELADO,23.18329,1.0,0.0
54,2013,09/2013,TBU,TBU-L6,0030,30,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,2.15,43.0,0.049999999999999996
55,2012,08/2012,TBU,TBU-L6,0031,31,45.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,8.01768,22.0,0.36444000000000004
56,2012,12/2012,TBU,TBU-L6,0031,31,45.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C282,DESNIVELADO,6.6667,10.0,0.66667
57,2013,09/2013,TBU,TBU-L6,0031,31,45.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,1.15,23.0,0.049999999999999996
58,2012,08/2012,TBU,TBU-L6,0034,34,30.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,5.83104,16.0,0.36444
59,2013,04/2013,TBU,TBU-L6,0034,34,30.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C464,DEFEITO EM RELIGADOR,22.37776,16.0,1.39861
60,2013,07/2013,TBU,TBU-L6,0034,34,30.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,41.33328,16.0,2.58333
61,2013,09/2013,TBU,TBU-L6,0034,34,30.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,0.8,16.0,0.05
62,2014,01/2014,TBU,TBU-L6,0034,34,30.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C397,FERRAGENS FOLGADAS/D,23.73328,16.0,1.48333
63,2014,07/2014,TBU,TBU-L6,0034,34,30.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C393,PORTA-FUSIVEL DANIFI,65.6,16.0,4.1
64,2012,08/2012,TBU,TBU-L6,17970,38,112.5,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,30.61296,84.0,0.36444
65,2013,04/2013,TBU,TBU-L6,17970,38,112.5,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C464,DEFEITO EM RELIGADOR,114.68602,82.0,1.39861
66,2013,07/2013,TBU,TBU-L6,17970,38,112.5,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,219.58305,85.0,2.5833299999999997
67,2013,09/2013,TBU,TBU-L6,17970,38,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,4.25,85.0,0.05
68,2014,01/2014,TBU,TBU-L6,17970,38,112.5,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C397,FERRAGENS FOLGADAS/D,126.08305,85.0,1.48333
69,2012,08/2012,TBU,TBU-L6,0039,39,500.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,0.36444,1.0,0.36444
70,2013,04/2013,TBU,TBU-L6,0039,39,500.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C464,DEFEITO EM RELIGADOR,1.39861,1.0,1.39861
71,2013,07/2013,TBU,TBU-L6,0039,39,500.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,2.58333,1.0,2.58333
72,2013,09/2013,TBU,TBU-L6,0039,39,500.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,0.05,1.0,0.05
73,2014,01/2014,TBU,TBU-L6,0039,39,500.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C397,FERRAGENS FOLGADAS/D,1.48333,1.0,1.48333
74,2012,02/2012,MGB,MGB-L5,0041,41,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,5.88348,59.0,0.09971999999999999
75,2012,06/2012,MGB,MGB-L5,0041,41,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,5.93096,68.0,0.08721999999999999
76,2012,11/2012,MGB,MGB-L5,0041,41,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C322,JUMPER BT,34.0,68.0,0.5
77,2013,07/2013,MGB,MGB-L5,0041,41,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,76.14909,69.0,1.10361
78,2013,09/2013,MGB,MGB-L5,0041,41,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,3.0,1.0,0.0
79,2013,10/2013,MGB,MGB-L5,0041,41,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C275,PARTIDO NA EMENDA,306.6,73.0,4.2
80,2013,10/2013,MGB,MGB-L5,0041,41,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C278,PARTIDO NA CONEXÃO,249.41691,73.0,3.41667
81,2013,12/2013,MGB,MGB-L5,0041,41,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C275,PARTIDO NA EMENDA,3.0,1.0,0.0
82,2013,12/2013,MGB,MGB-L5,0041,41,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C278,PARTIDO NA CONEXÃO,3.0,1.0,0.0
83,2014,12/2014,MGB,MGB-L5,0041,41,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C271,PARTIDO NA FASE,114.36691,73.0,1.56667
84,2012,04/2012,MGB,MGB-L4,18185,43,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,10.43196,7.0,1.49028
85,2012,05/2012,MGB,MGB-L4,18185,43,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C285,PARTIDO NA EMENDA,8.8725,7.0,1.2675
86,2013,06/2013,MGB,MGB-L4,18185,43,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C224,ISOLADOR SUSPENSÃO D,13.45554,7.0,1.9222199999999998
87,2013,07/2013,MGB,MGB-L4,18185,43,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,11.15331,7.0,1.59333
88,2014,10/2014,MGB,MGB-L4,18185,43,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,7.56777,7.0,1.08111
89,2012,08/2012,TBU,TBU-L6,0045,45,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,0.36444,1.0,0.36444
90,2013,04/2013,TBU,TBU-L6,0045,45,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C464,DEFEITO EM RELIGADOR,1.39861,1.0,1.39861
91,2013,07/2013,TBU,TBU-L6,0045,45,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,2.58333,1.0,2.58333
92,2013,09/2013,TBU,TBU-L6,0045,45,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,0.05,1.0,0.05
93,2014,01/2014,TBU,TBU-L6,0045,45,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C397,FERRAGENS FOLGADAS/D,1.48333,1.0,1.48333
94,2012,04/2012,TBU,TBU-L1,0052,52,30.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,1.39028,1.0,1.39028
95,2013,07/2013,TBU,TBU-L1,0052,52,30.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,0.91722,1.0,0.91722
96,2012,07/2012,TBU,TBU-L5,0065,65,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,209.615,106.0,1.9775
97,2013,07/2013,TBU,TBU-L5,0065,65,112.5,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,129.93302,133.0,0.97694
98,2012,07/2012,TBU,TBU-L5,0068,68,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,55.99494,18.0,3.11083
99,2013,07/2013,TBU,TBU-L5,0068,68,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,17.58492,18.0,0.97694
100,2013,07/2013,TBU,TBU-L5,0068,68,75.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,31.28994,36.0,0.8691650000000001
101,2012,07/2012,TBU,TBU-L5,12307,69,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,245.75557,79.0,3.11083
102,2013,05/2013,TBU,TBU-L5,12307,69,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C323,CABOS LIGAÇÃO DO TRA,51.6,86.0,0.6
103,2013,07/2013,TBU,TBU-L5,12307,69,112.5,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,84.99378,87.0,0.97694
104,2013,07/2013,TBU,TBU-L5,12307,69,112.5,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,151.23471,174.0,0.8691650000000001
105,2014,09/2014,TBU,TBU-L5,69642,69,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C323,CABOS LIGAÇÃO DO TRA,44.94969,93.0,0.48333
106,2012,04/2012,MGB,MGB-L4,0072,72,150.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,22.3542,15.0,1.4902799999999998
107,2012,05/2012,MGB,MGB-L4,0072,72,150.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C285,PARTIDO NA EMENDA,19.0125,15.0,1.2674999999999998
108,2013,06/2013,MGB,MGB-L4,0072,72,150.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C224,ISOLADOR SUSPENSÃO D,14.85,11.0,1.3499999999999999
109,2013,07/2013,MGB,MGB-L4,0072,72,150.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,17.52663,11.0,1.5933300000000001
110,2014,10/2014,MGB,MGB-L4,0072,72,150.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,11.89221,11.0,1.08111
111,2014,11/2014,MGB,MGB-L4,0072,72,150.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C326,JUMPER CHAVE FUSÍVEL,54.08337,11.0,4.91667
112,2012,04/2012,MGB,MGB-L4,0073,73,45.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,2.98056,2.0,1.49028
113,2012,05/2012,MGB,MGB-L4,0073,73,45.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C285,PARTIDO NA EMENDA,2.535,2.0,1.2675
114,2013,06/2013,MGB,MGB-L4,0073,73,45.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C224,ISOLADOR SUSPENSÃO D,2.7,2.0,1.35
115,2013,07/2013,MGB,MGB-L4,0073,73,45.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,3.18666,2.0,1.59333
116,2014,10/2014,MGB,MGB-L4,0073,73,45.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,2.16222,2.0,1.08111
117,2014,11/2014,MGB,MGB-L4,0073,73,45.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C326,JUMPER CHAVE FUSÍVEL,9.83334,2.0,4.91667
118,2012,04/2012,TBU,TBU-L1,0007,74,150.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,1.39028,1.0,1.39028
119,2013,07/2013,TBU,TBU-L1,0007,74,150.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,0.91722,1.0,0.91722
120,2012,08/2012,TBU,TBU-L6,1007,76,112.5,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,28.06188,77.0,0.36444
121,2012,12/2012,TBU,TBU-L6,1007,76,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C278,PARTIDO NA CONEXÃO,213.20453,77.0,2.76889
122,2013,01/2013,TBU,TBU-L6,1007,76,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C278,PARTIDO NA CONEXÃO,55.18359,77.0,0.71667
123,2013,01/2013,TBU,TBU-L6,1007,76,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C322,JUMPER BT,145.01641,77.0,1.8833300000000002
124,2013,04/2013,TBU,TBU-L6,1007,76,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C322,JUMPER BT,62.4,78.0,0.7999999999999999
125,2013,09/2013,TBU,TBU-L6,1007,76,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,3.9,78.0,0.049999999999999996
126,2012,04/2012,MGB,MGB-L4,-1,77,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,1.49028,1.0,1.49028
127,2012,05/2012,MGB,MGB-L4,-1,77,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C285,PARTIDO NA EMENDA,2.49306,2.0,1.24653
128,2012,07/2012,MGB,MGB-L4,-1,77,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,2.04056,1.0,2.04056
129,2013,07/2013,TBU,TBU-L5,6472,77,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,0.43861,1.0,0.43861
130,2013,09/2013,TBU,TBU-L5,6472,77,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,3.0,1.0,0.0
131,2013,10/2013,TBU,TBU-L5,6472,77,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C287,PARTIDO NA CONEXÃO,1.24722,1.0,1.24722
